,City Name,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
375,vila velha,-20.33,-40.29,84.2,70,0,18.34,BR,1601315271
376,yarmouth,41.71,-70.23,75.0,100,90,9.17,US,1601315435
377,phalaborwa,-23.94,31.14,69.13,69,20,9.73,ZA,1601315435
378,estacion coahuila,32.19,-115.0,93.0,40,5,7.36,MX,1601315435
379,hearst,49.68,-83.67,61.27,69,100,1.45,CA,1601315435
380,buala,-8.14,159.59,79.5,79,100,7.25,SB,1601315436
381,krasnoselkup,65.7,82.47,32.94,94,19,9.82,RU,1601315436
382,hualmay,-11.1,-77.61,68.22,64,45,9.66,PE,1601315436
383,salisbury,51.07,-1.8,62.01,87,90,9.17,GB,1601315367
384,mutis,6.23,-77.4,80.89,77,85,5.32,CO,1601315436
385,norman wells,65.28,-126.83,41.0,100,90,13.87,CA,1601315437
386,methoni,36.82,21.7,78.01,88,40,8.77,GR,1601315437
387,conceicao da barra,-18.59,-39.73,81.91,61,0,13.56,BR,1601315437
388,salinopolis,-0.61,-47.36,83.84,64,50,13.13,BR,1601315437
389,doraha,30.82,76.02,74.97,29,0,2.95,IN,1601315437
390,ribeira brava,32.65,-17.07,73.99,69,40,12.75,PT,1601315437
391,magan,39.97,-3.93,72.0,22,30,2.59,ES,1601315438
392,stepnoye,51.4,46.87,60.01,5,87,4.0,RU,1601315438
393,villa sandino,12.05,-84.99,89.6,55,40,4.7,NI,1601315438
394,constitucion,-35.33,-72.42,60.1,58,100,14.92,CL,1601315438
395,hongjiang,27.11,110.0,65.77,90,98,1.05,CN,1601315439
396,mwanza,-2.52,32.9,76.14,63,100,3.85,TZ,1601315439
397,montepuez,-13.13,39.0,73.87,62,43,11.54,MZ,1601315439
398,srednekolymsk,67.45,153.68,42.53,64,93,4.36,RU,1601315439
399,ternate,0.8,127.4,79.81,79,14,1.28,ID,1601315439
400,poole,50.72,-2.0,63.0,82,75,8.05,GB,1601315439
401,masterton,-40.96,175.66,45.0,84,51,4.0,NZ,1601315440
402,bani,18.28,-70.33,86.0,79,75,13.87,DO,1601315440
403,beloha,-25.17,45.05,71.58,75,1,4.68,MG,1601315440
404,kedrovyy,56.17,91.82,42.8,75,15,8.95,RU,1601315440
405,uyuni,-20.46,-66.83,63.19,29,24,21.05,BO,1601315195
406,alvarado,18.77,-95.77,89.01,66,40,4.7,MX,1601315440
407,birjand,32.87,59.22,66.2,16,20,9.17,IR,1601315441
408,zhanaozen,43.3,52.8,56.66,36,0,8.63,KZ,1601315441
409,camacha,33.08,-16.33,69.8,77,40,12.75,PT,1601315441
410,tres arroyos,-38.37,-60.28,67.82,35,0,8.46,AR,1601315441
411,at-bashi,41.17,75.81,46.71,48,100,1.79,KG,1601315441
412,leningradskiy,69.38,178.42,31.14,91,90,4.54,RU,1601315442
413,sawakin,19.11,37.33,88.36,57,0,6.91,SD,1601315442
414,narsaq,60.92,-46.05,41.0,35,5,5.82,GL,1601315442
415,camacupa,-12.02,17.48,78.12,34,99,4.14,AO,1601315442
416,kuantan,3.81,103.33,80.6,88,20,2.24,MY,1601315443
417,ukiah,39.15,-123.21,86.0,32,40,1.01,US,1601315443
418,saint-augustin,51.23,-58.65,73.29,63,70,18.34,CA,1601315443
419,faya,18.39,42.45,80.6,8,15,6.93,SA,1601315443
420,jiazi,22.88,116.07,76.89,87,100,9.8,CN,1601315444
421,sardulgarh,29.7,75.25,80.64,25,0,4.83,IN,1601315444
422,ouesso,1.61,16.05,71.08,96,100,3.91,CG,1601315444
423,dnestrovsc,46.62,29.91,64.4,72,84,7.25,MD,1601315444
424,bathsheba,13.22,-59.52,84.2,74,75,13.87,BB,1601315444
425,taksimo,56.34,114.88,35.8,84,84,2.73,RU,1601315444
426,sao jose da coroa grande,-8.9,-35.15,79.99,74,6,11.63,BR,1601315444
427,rocha,-34.48,-54.33,60.71,61,9,14.72,UY,1601315445
428,itaituba,-4.28,-55.98,91.4,55,20,4.83,BR,1601315445
429,mionica,44.87,18.46,59.0,77,75,2.24,BA,1601315445
430,maniitsoq,65.42,-52.9,32.83,84,51,1.61,GL,1601315445
431,kikwit,-5.04,18.82,76.41,76,62,4.41,CD,1601315445
432,vardablur,40.97,44.51,59.0,58,20,9.17,AM,1601315445
433,klaksvik,62.23,-6.59,50.0,87,82,12.75,FO,1601315446
434,pocerski pricinovic,44.72,19.71,62.01,82,98,3.36,RS,1601315446
435,pacifica,37.61,-122.49,84.2,82,1,9.17,US,1601315162
436,mizdah,31.45,12.98,82.09,35,13,12.73,LY,1601315446
437,digha,21.68,87.55,82.49,83,18,3.83,IN,1601315446
438,majene,-3.54,118.97,78.15,82,83,7.92,ID,1601315198
439,saint-francois,46.42,3.91,51.01,100,90,5.82,FR,1601315446
440,berbera,10.44,45.01,88.36,70,49,8.97,SO,1601315446
441,cherskiy,68.75,161.3,40.87,69,93,15.64,RU,1601315447
442,mansa,29.98,75.38,76.96,27,0,3.27,IN,1601315447
443,pouebo,-20.4,164.57,70.72,89,92,7.83,NC,1601315447
444,bud,39.45,-86.18,55.4,93,90,5.82,US,1601315447
445,aswan,24.09,32.91,94.91,12,0,11.18,EG,1601315447
446,along,28.17,94.77,70.11,88,5,1.57,IN,1601315447
447,sorong,-0.88,131.25,77.04,86,75,7.94,ID,1601315447
448,naze,28.37,129.48,73.4,88,75,5.82,JP,1601315179
449,katherine,-14.47,132.27,82.4,28,40,5.82,AU,1601315448
450,inhambane,-23.86,35.38,77.0,88,40,6.93,MZ,1601315448
451,husavik,66.04,-17.34,44.6,56,20,5.82,IS,1601315448
452,guilin,25.28,110.29,69.8,100,90,2.24,CN,1601315448
453,rosetta,31.4,30.42,84.2,58,0,8.05,EG,1601315448
454,samarai,-10.62,150.67,78.58,84,100,16.4,PG,1601315448
455,port hardy,50.7,-127.42,57.2,82,75,10.29,CA,1601315448
456,horn,51.87,8.95,55.99,87,82,1.01,DE,1601315449
457,bowen,-20.02,148.23,68.0,72,96,3.36,AU,1601315209
458,nuevo progreso,23.17,-97.95,90.0,55,1,3.0,MX,1601315449
459,ban tak,17.04,99.08,76.23,88,100,1.7,TH,1601315449
460,lawrenceburg,38.04,-84.9,71.6,78,90,16.11,US,1601315449
461,thinadhoo,0.53,72.93,83.39,73,94,9.69,MV,1601315449
462,bandrele,-12.91,45.19,77.0,78,42,3.36,YT,1601315449
463,manggar,-2.88,108.27,81.55,77,61,12.88,ID,1601315449
464,te anau,-45.42,167.72,28.33,94,74,3.42,NZ,1601315450
465,wanning,18.8,110.4,80.49,85,100,3.06,CN,1601315450
466,christchurch,-43.53,172.63,35.6,69,86,5.82,NZ,1601315389
467,milkovo,54.72,158.62,37.62,91,100,8.03,RU,1601315450
468,chippewa falls,44.94,-91.39,55.99,76,90,10.29,US,1601315409
469,shache,38.42,77.24,59.52,34,86,5.99,CN,1601315450
470,vostok,46.49,135.88,46.02,100,100,5.46,RU,1601315450
471,turayf,31.67,38.66,84.2,23,0,9.17,SA,1601315450
472,bondo,3.81,23.69,71.65,93,95,2.42,CD,1601315451
473,evensk,61.95,159.23,43.5,88,98,6.35,RU,1601315451
474,sabinopolis,-18.67,-43.08,94.98,19,0,3.74,BR,1601315451
475,sorkjosen,69.8,20.93,51.8,76,40,14.99,NO,1601315451
476,dingli,35.86,14.38,73.0,68,20,4.7,MT,1601315451
477,magdagachi,53.45,125.8,38.62,80,53,6.62,RU,1601315451
478,pindi gheb,33.24,72.27,73.4,56,40,18.34,PK,1601315451
479,gambo,4.65,22.26,69.46,97,100,2.98,CF,1601315452
480,craig,40.52,-107.55,48.2,31,1,4.7,US,1601315452
481,najran,17.49,44.13,84.2,14,96,6.93,SA,1601315452
482,alofi,-19.06,-169.92,73.4,100,25,8.05,NU,1601315452
483,bam,29.11,58.36,77.72,18,8,11.03,IR,1601315453
484,sao francisco,-15.95,-44.86,103.64,10,10,3.83,BR,1601315386
485,veraval,20.9,70.37,79.84,76,4,8.9,IN,1601315258
486,tocopilla,-22.09,-70.2,66.83,50,20,7.31,CL,1601315453
487,dalbandin,28.89,64.41,73.9,19,9,2.33,PK,1601315453
488,alice springs,-23.7,133.88,78.8,11,20,16.11,AU,1601315453
489,banda aceh,5.56,95.32,80.31,76,100,11.21,ID,1601315453
490,bonavista,48.65,-53.11,62.91,82,67,18.03,CA,1601315454
491,mumbwa,-14.98,27.06,79.29,20,38,3.87,ZM,1601315455
492,elbistan,38.21,37.2,65.95,33,0,6.73,TR,1601315455
493,yar-sale,66.83,70.83,37.85,78,70,8.19,RU,1601315455
494,sinnamary,5.38,-52.95,85.39,64,17,13.98,GF,1601315456
495,deputatskiy,69.3,139.9,32.25,97,80,2.57,RU,1601315456
496,port keats,-14.25,129.55,80.78,79,89,5.86,AU,1601315456
497,shubarshi,48.59,57.19,55.4,42,5,4.23,KZ,1601315456
498,omboue,-1.57,9.26,75.67,71,71,6.98,GA,1601315456
499,puerto baquerizo moreno,-0.9,-89.6,73.4,73,75,18.34,EC,1601315457
500,ixtapa,20.7,-105.2,86.0,79,90,4.7,MX,1601315457
501,ewa beach,21.32,-158.01,75.2,83,20,3.36,US,1601315457
502,manyana,-23.4,21.72,63.86,22,0,11.56,BW,1601315458
503,crotone,39.09,17.12,68.0,52,20,21.92,IT,1601315458
504,namibe,-15.2,12.15,68.0,82,84,12.75,AO,1601315458
505,omsukchan,62.53,155.8,33.89,91,69,8.3,RU,1601315458
506,mouzouras,35.53,24.15,80.6,65,20,10.04,GR,1601315459
507,banjarmasin,-3.32,114.59,75.2,100,86,4.7,ID,1601315459
508,hemet,33.75,-116.97,90.0,29,0,2.37,US,1601315217
509,moroni,-11.7,43.26,76.06,76,18,2.84,KM,1601315171
510,price,39.6,-110.81,57.2,22,1,10.29,US,1601315459
511,abu kamal,34.45,40.92,86.61,23,0,12.59,SY,1601315459
512,kodinsk,58.69,99.18,42.15,83,88,6.17,RU,1601315459
513,melfort,52.87,-104.62,50.0,76,20,10.29,CA,1601315459
514,san jose,37.34,-121.89,87.01,33,0,2.93,US,1601315307
515,ostrovnoy,68.05,39.51,50.22,87,98,14.81,RU,1601315460
516,lasa,46.62,10.7,44.6,70,75,3.36,IT,1601315460
517,oussouye,12.48,-16.55,89.6,70,20,4.7,SN,1601315460
518,wewak,-3.55,143.63,77.63,85,98,10.92,PG,1601315460
519,kununurra,-15.77,128.73,75.2,73,40,3.36,AU,1601315460
520,puerto palomas,31.77,-107.62,66.2,29,1,13.87,MX,1601315461
521,cienaga,11.01,-74.25,89.6,79,20,10.29,CO,1601315297
522,kollam,8.88,76.6,82.4,94,20,2.24,IN,1601315461
523,lorengau,-2.02,147.27,80.15,80,99,8.39,PG,1601315461
524,sitka,57.05,-135.33,53.6,76,75,8.05,US,1601315275
525,soma,39.19,27.61,84.2,37,75,2.24,TR,1601315461
526,san rafael,-34.62,-68.33,76.59,18,24,22.77,AR,1601315462
527,eureka,40.8,-124.16,80.6,28,75,4.7,US,1601315227
528,wanaka,-44.7,169.15,25.39,87,33,10.33,NZ,1601315462
529,kousseri,12.08,15.03,86.0,70,20,3.36,CM,1601315463
530,pudozh,61.81,36.53,49.98,83,2,5.06,RU,1601315463
531,fort nelson,58.81,-122.7,42.8,87,40,6.93,CA,1601315460
532,anadyr,64.75,177.48,39.2,80,75,12.24,RU,1601315463
533,flin flon,54.77,-101.86,44.6,87,90,8.05,CA,1601315464
534,santa maria,-29.68,-53.81,68.0,56,40,8.05,BR,1601315464
535,ochamchira,42.71,41.47,70.54,78,0,3.76,GE,1601315464
536,sarakhs,36.54,61.16,53.6,81,90,4.7,IR,1601315464
537,tiksi,71.69,128.87,32.31,92,93,17.47,RU,1601315465
538,mount gambier,-37.83,140.77,42.8,93,100,8.05,AU,1601315465
539,acari,-15.43,-74.62,78.12,39,27,11.03,PE,1601315465
540,riyadh,24.69,46.72,91.4,19,0,6.93,SA,1601315437
541,todos santos,23.45,-110.22,84.99,55,0,5.01,MX,1601315465
542,tottori,35.5,134.23,60.91,83,92,4.27,JP,1601315214
543,boulder,40.08,-105.35,60.8,26,1,6.93,US,1601315225
544,rio tercero,-32.17,-64.11,78.4,18,0,12.71,AR,1601315466
545,solnechnyy,50.72,136.63,46.87,78,97,3.83,RU,1601315466
546,lukulu,-14.37,23.24,81.86,22,44,2.77,ZM,1601315466
547,silvan,38.14,41.01,69.8,35,0,6.93,TR,1601315466
548,la cruz,23.92,-106.9,91.0,75,42,3.0,MX,1601315466
549,weiser,44.25,-116.97,64.0,41,1,3.51,US,1601315306
550,sisimiut,66.94,-53.67,33.26,87,88,1.23,GL,1601315467
551,margate,51.38,1.39,57.99,52,63,9.13,GB,1601315467
552,xuddur,4.12,43.89,79.7,61,62,15.32,SO,1601315467
553,hua hin,12.57,99.96,77.02,87,100,10.74,TH,1601315468
554,magadan,59.57,150.8,41.45,86,59,2.98,RU,1601315468
555,lagoa,39.05,-27.98,68.65,88,96,20.04,PT,1601315468
556,aloleng,16.13,119.78,82.99,75,100,4.65,PH,1601315468
557,sao jose do calcado,-21.03,-41.65,96.37,29,25,4.23,BR,1601315469
558,ahuimanu,21.44,-157.84,78.8,78,75,12.75,US,1601315183
559,abatskoye,56.29,70.46,53.06,92,92,11.59,RU,1601315469
560,maneadero,31.72,-116.57,86.0,29,0,1.99,MX,1601315470
561,sayat,38.78,63.88,62.6,21,75,9.17,TM,1601315470
562,alhama de murcia,37.85,-1.43,77.0,44,2,5.82,ES,1601315470
563,general roca,-39.03,-67.58,68.0,24,15,6.93,AR,1601315471
564,laguna,38.42,-121.42,84.99,19,1,11.41,US,1601315471
565,qaqortoq,60.72,-46.03,41.0,35,5,5.82,GL,1601315472
566,nelson bay,-32.72,152.15,44.01,93,0,2.73,AU,1601315472
567,qui nhon,13.77,109.23,79.09,86,99,6.17,VN,1601315400
568,ust-kuyga,70.02,135.6,32.11,97,75,2.35,RU,1601315472
569,la ronge,55.1,-105.28,50.0,81,90,11.41,CA,1601315359
570,novaya ladoga,60.1,32.3,50.0,84,22,8.28,RU,1601315472
571,santa cruz,-17.8,-63.17,80.6,28,40,16.11,BO,1601315232
572,bara,10.37,10.73,76.75,80,88,4.79,NG,1601315473
573,yaan,7.38,8.57,76.23,90,88,3.58,NG,1601315473
574,shenjiamen,29.96,122.3,70.29,71,79,9.15,CN,1601315473
